Testanteil,Trainanteil,Accuracy
0.1,0.9,0.7517
0.3,0.7,0.7509666666666667
0.5,0.5,0.75126
0.7,0.30000000000000004,0.7511857142857142
0.9,0.09999999999999998,0.7506
