Testanteil,Trainanteil,Accuracy
0.1,0.9,0.7002
0.3,0.7,0.6992666666666667
0.5,0.5,0.69978
0.7,0.30000000000000004,0.6998285714285715
0.9,0.09999999999999998,0.7023444444444444
